Date,Open,High,Low,Close,Adj Close,Volume,Bank_ID
2019-06-21,5910.0,5935.0,5840.0,5880.0,5283.154296875,144149000,BBCA
2019-06-24,5895.0,5900.0,5865.0,5875.0,5278.66259765625,30084000,BBCA
2019-06-25,5930.0,5960.0,5875.0,5910.0,5310.109375,40561500,BBCA
2019-06-26,5940.0,5940.0,5860.0,5865.0,5269.67724609375,59334500,BBCA
2019-06-27,5850.0,5935.0,5805.0,5935.0,5332.57177734375,77525000,BBCA
2019-06-28,5980.0,5995.0,5960.0,5995.0,5386.4814453125,80919000,BBCA
2019-07-01,5995.0,6025.0,5965.0,5990.0,5381.98876953125,56612500,BBCA
2019-07-02,5990.0,6000.0,5950.0,6000.0,5390.97412109375,48563500,BBCA
2019-07-03,5950.0,6000.0,5940.0,6000.0,5390.97412109375,43640000,BBCA
2019-07-04,6000.0,6010.0,5965.0,5990.0,5381.98876953125,28224500,BBCA
2019-07-05,6020.0,6020.0,5970.0,5970.0,5364.01953125,32722500,BBCA
2019-07-08,5935.0,5960.0,5865.0,5880.0,5283.154296875,38361000,BBCA
2019-07-09,5870.0,6000.0,5870.0,6000.0,5390.97412109375,47740500,BBCA
2019-07-10,6000.0,6040.0,5995.0,6000.0,5390.97412109375,52183500,BBCA
2019-07-11,6020.0,6025.0,5980.0,6025.0,5413.43603515625,34279500,BBCA
2019-07-12,6000.0,6030.0,5995.0,6010.0,5399.958984375,29838000,BBCA
2019-07-15,6060.0,6115.0,6035.0,6105.0,5485.31689453125,61453500,BBCA
2019-07-16,6080.0,6105.0,6070.0,6085.0,5467.3466796875,38075000,BBCA
2019-07-17,6080.0,6150.0,6045.0,6150.0,5525.74853515625,45487000,BBCA
2019-07-18,6100.0,6170.0,6055.0,6145.0,5521.25634765625,43625500,BBCA
2019-07-19,6195.0,6210.0,6150.0,6200.0,5570.6728515625,43973500,BBCA
2019-07-22,6260.0,6290.0,6200.0,6290.0,5651.5380859375,37314500,BBCA
2019-07-23,6240.0,6290.0,6205.0,6235.0,5602.12060546875,39129500,BBCA
2019-07-24,6260.0,6265.0,6165.0,6250.0,5615.59765625,51343500,BBCA
2019-07-25,6270.0,6275.0,6200.0,6250.0,5615.59765625,53477500,BBCA
2019-07-26,6250.0,6250.0,6190.0,6195.0,5566.1806640625,51797500,BBCA
2019-07-29,6220.0,6230.0,6160.0,6190.0,5561.6884765625,68509500,BBCA
2019-07-30,6205.0,6250.0,6190.0,6220.0,5588.64306640625,38225500,BBCA
2019-07-31,6190.0,6240.0,6180.0,6190.0,5561.6884765625,64129000,BBCA
2019-08-01,6190.0,6270.0,6185.0,6210.0,5579.65869140625,78228000,BBCA
2019-08-02,6160.0,6205.0,6160.0,6165.0,5539.2265625,62989500,BBCA
2019-08-05,6215.0,6215.0,6000.0,6000.0,5390.97412109375,90924000,BBCA
2019-08-06,5880.0,5955.0,5765.0,5880.0,5283.154296875,183296000,BBCA
2019-08-07,5975.0,6050.0,5905.0,6010.0,5399.958984375,92102000,BBCA
2019-08-08,6010.0,6080.0,5980.0,6005.0,5395.46630859375,58295500,BBCA
2019-08-09,6055.0,6120.0,6055.0,6065.0,5449.37646484375,48118500,BBCA
2019-08-12,6070.0,6080.0,6000.0,6040.0,5426.9140625,52705000,BBCA
2019-08-13,6000.0,6040.0,6000.0,6015.0,5404.4521484375,84406000,BBCA
2019-08-14,6040.0,6060.0,5980.0,6010.0,5399.958984375,81942000,BBCA
2019-08-15,5920.0,6000.0,5860.0,6000.0,5390.97412109375,52561500,BBCA
2019-08-16,6040.0,6040.0,5960.0,5960.0,5355.03369140625,49821500,BBCA
2019-08-19,6030.0,6030.0,5965.0,6015.0,5404.4521484375,30619000,BBCA
2019-08-20,6035.0,6035.0,5985.0,5985.0,5377.49658203125,58393500,BBCA
2019-08-21,6000.0,6005.0,5975.0,5975.0,5368.5126953125,55927500,BBCA
2019-08-22,5925.0,6000.0,5920.0,6000.0,5390.97412109375,65888000,BBCA
2019-08-23,5920.0,5995.0,5905.0,5995.0,5386.4814453125,33083500,BBCA
2019-08-26,5940.0,6000.0,5860.0,5990.0,5381.98876953125,41388500,BBCA
2019-08-27,6040.0,6040.0,5950.0,6005.0,5395.46630859375,123780000,BBCA
2019-08-28,6000.0,6020.0,5985.0,5995.0,5386.4814453125,55688000,BBCA
2019-08-29,5990.0,6025.0,5985.0,6005.0,5395.46630859375,51525500,BBCA
2019-08-30,6080.0,6100.0,6005.0,6100.0,5480.8232421875,73650000,BBCA
2019-09-02,6100.0,6100.0,6000.0,6000.0,5390.97412109375,42429000,BBCA
2019-09-03,6000.0,6055.0,6000.0,6055.0,5440.39208984375,42743500,BBCA
2019-09-04,6060.0,6060.0,6005.0,6020.0,5408.94482421875,41979000,BBCA
2019-09-05,6085.0,6085.0,6015.0,6040.0,5426.9140625,53650500,BBCA
2019-09-06,6060.0,6060.0,6025.0,6025.0,5413.43603515625,54349000,BBCA
2019-09-09,6050.0,6055.0,5980.0,6035.0,5422.42138671875,25912000,BBCA
2019-09-10,6020.0,6055.0,5985.0,6055.0,5440.39208984375,40291000,BBCA
2019-09-11,6050.0,6100.0,6010.0,6100.0,5480.8232421875,45243500,BBCA
2019-09-12,6100.0,6105.0,6010.0,6020.0,5408.94482421875,40034000,BBCA
2019-09-13,6080.0,6090.0,6010.0,6030.0,5417.927734375,28419500,BBCA
2019-09-16,6000.0,6015.0,5985.0,6005.0,5395.46630859375,77289000,BBCA
2019-09-17,5990.0,6035.0,5985.0,6030.0,5417.927734375,92037500,BBCA
2019-09-18,5990.0,6040.0,5990.0,6040.0,5426.9140625,28667000,BBCA
2019-09-19,6015.0,6045.0,6000.0,6030.0,5417.927734375,61988500,BBCA
2019-09-20,6050.0,6050.0,5990.0,5990.0,5381.98876953125,133433000,BBCA
2019-09-23,6030.0,6030.0,6000.0,6025.0,5413.43603515625,47231500,BBCA
2019-09-24,5980.0,6000.0,5940.0,5945.0,5341.556640625,79718500,BBCA
2019-09-25,5900.0,5935.0,5780.0,5935.0,5332.57177734375,88620000,BBCA
2019-09-26,6000.0,6060.0,5970.0,6060.0,5444.88427734375,109859000,BBCA
2019-09-27,6005.0,6075.0,6000.0,6070.0,5453.86767578125,48010000,BBCA
2019-09-30,6070.0,6070.0,6005.0,6070.0,5453.86767578125,73391000,BBCA
2019-10-01,6010.0,6065.0,6010.0,6040.0,5426.9140625,40057000,BBCA
2019-10-02,6010.0,6070.0,6010.0,6050.0,5435.89892578125,52376500,BBCA
2019-10-03,6010.0,6045.0,5950.0,6040.0,5426.9140625,50269000,BBCA
2019-10-04,5980.0,6065.0,5980.0,6045.0,5431.40625,56890500,BBCA
2019-10-07,6070.0,6080.0,6050.0,6070.0,5453.86767578125,56705500,BBCA
2019-10-08,6080.0,6100.0,6015.0,6100.0,5480.8232421875,46997500,BBCA
2019-10-09,6100.0,6100.0,6050.0,6070.0,5453.86767578125,41496500,BBCA
2019-10-10,6020.0,6110.0,6020.0,6110.0,5489.8076171875,65806500,BBCA
2019-10-11,6080.0,6155.0,6080.0,6125.0,5503.28662109375,40863500,BBCA
2019-10-14,6130.0,6200.0,6130.0,6200.0,5570.6728515625,37514500,BBCA
2019-10-15,6190.0,6190.0,6145.0,6175.0,5548.21044921875,40935000,BBCA
2019-10-16,6200.0,6215.0,6175.0,6215.0,5584.14990234375,65776500,BBCA
2019-10-17,6185.0,6210.0,6105.0,6115.0,5494.30078125,45666500,BBCA
2019-10-18,6160.0,6170.0,6140.0,6160.0,5534.73291015625,41008500,BBCA
2019-10-21,6200.0,6255.0,6185.0,6220.0,5588.64306640625,59971500,BBCA
2019-10-22,6270.0,6300.0,6225.0,6300.0,5660.52197265625,67259500,BBCA
2019-10-23,6300.0,6305.0,6260.0,6275.0,5638.06103515625,62219000,BBCA
2019-10-24,6290.0,6320.0,6270.0,6300.0,5660.52197265625,73101000,BBCA
2019-10-25,6320.0,6325.0,6175.0,6200.0,5570.6728515625,61929500,BBCA
2019-10-28,6200.0,6250.0,6200.0,6205.0,5575.166015625,43249500,BBCA
2019-10-29,6205.0,6240.0,6150.0,6220.0,5588.64306640625,79861500,BBCA
2019-10-30,6280.0,6285.0,6200.0,6265.0,5629.07568359375,60738000,BBCA
2019-10-31,6270.0,6300.0,6250.0,6290.0,5651.5380859375,58420500,BBCA
2019-11-01,6300.0,6325.0,6275.0,6325.0,5682.984375,42080500,BBCA
2019-11-04,6350.0,6380.0,6260.0,6275.0,5638.06103515625,43794500,BBCA
2019-11-05,6350.0,6360.0,6270.0,6360.0,5714.4326171875,66161500,BBCA
2019-11-06,6380.0,6380.0,6295.0,6295.0,5656.0302734375,63393000,BBCA
2019-11-07,6335.0,6335.0,6250.0,6285.0,5647.044921875,61972000,BBCA
2019-11-08,6315.0,6315.0,6250.0,6280.0,5642.552734375,90040500,BBCA
2019-11-11,6335.0,6340.0,6265.0,6295.0,5656.0302734375,70207000,BBCA
2019-11-12,6220.0,6280.0,6220.0,6265.0,5629.07568359375,47635500,BBCA
2019-11-13,6265.0,6285.0,6265.0,6280.0,5642.552734375,40083500,BBCA
2019-11-14,6265.0,6280.0,6210.0,6270.0,5633.5673828125,37862000,BBCA
2019-11-15,6280.0,6290.0,6255.0,6275.0,5638.06103515625,47138000,BBCA
2019-11-18,6245.0,6285.0,6210.0,6280.0,5642.552734375,65599000,BBCA
2019-11-19,6330.0,6350.0,6300.0,6315.0,5674.0009765625,60115000,BBCA
2019-11-20,6255.0,6350.0,6255.0,6350.0,5705.447265625,43229500,BBCA
2019-11-21,6350.0,6350.0,6300.0,6300.0,5660.52197265625,57523500,BBCA
2019-11-22,6280.0,6310.0,6270.0,6305.0,5665.01513671875,56035000,BBCA
2019-11-25,6330.0,6335.0,6275.0,6275.0,5638.06103515625,55133500,BBCA
2019-11-26,6330.0,6330.0,6270.0,6285.0,5647.044921875,192783500,BBCA
2019-11-27,6270.0,6300.0,6240.0,6300.0,5660.52197265625,58833500,BBCA
2019-11-28,6295.0,6295.0,6245.0,6250.0,5615.59765625,44248000,BBCA
2019-11-29,6230.0,6295.0,6225.0,6280.0,5642.552734375,52954500,BBCA
2019-12-02,6280.0,6425.0,6270.0,6425.0,5772.83544921875,49909000,BBCA
2019-12-03,6420.0,6420.0,6345.0,6375.0,5727.91015625,42823000,BBCA
2019-12-04,6360.0,6400.0,6355.0,6365.0,5718.923828125,37552000,BBCA
2019-12-05,6360.0,6385.0,6330.0,6340.0,5696.462890625,54168000,BBCA
2019-12-06,6340.0,6395.0,6320.0,6395.0,5764.06298828125,69920500,BBCA
2019-12-09,6370.0,6395.0,6360.0,6395.0,5764.06298828125,51667500,BBCA
2019-12-10,6395.0,6400.0,6360.0,6365.0,5737.021484375,57654000,BBCA
2019-12-11,6365.0,6385.0,6350.0,6380.0,5750.54345703125,48469000,BBCA
2019-12-12,6400.0,6405.0,6340.0,6340.0,5714.48974609375,79198500,BBCA
2019-12-13,6395.0,6420.0,6350.0,6360.0,5732.51611328125,70822500,BBCA
2019-12-16,6340.0,6395.0,6340.0,6360.0,5732.51611328125,78684000,BBCA
2019-12-17,6395.0,6500.0,6365.0,6500.0,5858.70361328125,102914500,BBCA
2019-12-18,6500.0,6800.0,6440.0,6755.0,6088.54541015625,181804000,BBCA
2019-12-19,6700.0,6720.0,6590.0,6600.0,5948.83740234375,74171000,BBCA
2019-12-20,6680.0,6740.0,6610.0,6660.0,6002.91748046875,99453000,BBCA
2019-12-23,6680.0,6730.0,6650.0,6660.0,6002.91748046875,46558500,BBCA
2019-12-26,6660.0,6725.0,6660.0,6680.0,6020.9443359375,38188500,BBCA
2019-12-27,6670.0,6700.0,6670.0,6695.0,6034.46484375,29945000,BBCA
2019-12-30,6680.0,6720.0,6670.0,6685.0,6025.451171875,61168000,BBCA
2020-01-02,6695.0,6780.0,6680.0,6690.0,6029.9580078125,49445000,BBCA
2020-01-03,6750.0,6800.0,6725.0,6800.0,6129.10498046875,47755500,BBCA
2020-01-06,6720.0,6750.0,6690.0,6735.0,6070.51806640625,27300000,BBCA
2020-01-07,6735.0,6770.0,6730.0,6740.0,6075.025390625,45022500,BBCA
2020-01-08,6670.0,6745.0,6670.0,6680.0,6020.9443359375,53692500,BBCA
2020-01-09,6740.0,6755.0,6730.0,6740.0,6075.025390625,40363500,BBCA
2020-01-10,6765.0,6825.0,6710.0,6725.0,6061.50537109375,73362000,BBCA
2020-01-13,6740.0,6760.0,6735.0,6745.0,6079.53125,67855000,BBCA
2020-01-14,6745.0,6885.0,6740.0,6870.0,6192.19921875,93582000,BBCA
2020-01-15,6870.0,7060.0,6800.0,6835.0,6160.65234375,75623500,BBCA
2020-01-16,6805.0,6890.0,6795.0,6850.0,6174.17236328125,88931500,BBCA
2020-01-17,6840.0,6890.0,6800.0,6875.0,6196.70654296875,38249500,BBCA
2020-01-20,6950.0,6975.0,6830.0,6835.0,6160.65234375,93554500,BBCA
2020-01-21,6885.0,6895.0,6825.0,6830.0,6156.1455078125,103984500,BBCA
2020-01-22,6855.0,6895.0,6835.0,6840.0,6165.1591796875,94311500,BBCA
2020-01-23,6885.0,6895.0,6830.0,6840.0,6165.1591796875,87728000,BBCA
2020-01-24,6820.0,6880.0,6810.0,6810.0,6138.1181640625,69653500,BBCA
2020-01-27,6865.0,6940.0,6815.0,6840.0,6165.1591796875,39679000,BBCA
2020-01-28,6835.0,6845.0,6755.0,6790.0,6120.091796875,82615000,BBCA
2020-01-29,6800.0,6845.0,6770.0,6785.0,6115.5859375,43821000,BBCA
2020-01-30,6845.0,6845.0,6730.0,6740.0,6075.025390625,71990000,BBCA
2020-01-31,6800.0,6805.0,6480.0,6480.0,5840.67626953125,163136500,BBCA
2020-02-03,6480.0,6585.0,6370.0,6440.0,5804.623046875,149797000,BBCA
2020-02-04,6570.0,6620.0,6520.0,6600.0,5948.83740234375,113316500,BBCA
2020-02-05,6780.0,6780.0,6650.0,6730.0,6066.01123046875,123002500,BBCA
2020-02-06,6740.0,6780.0,6680.0,6740.0,6075.025390625,154693500,BBCA
2020-02-07,6710.0,6780.0,6705.0,6760.0,6093.05224609375,82609000,BBCA
2020-02-10,6760.0,6785.0,6630.0,6785.0,6115.5859375,66578500,BBCA
2020-02-11,6785.0,6785.0,6745.0,6780.0,6111.07763671875,77526500,BBCA
2020-02-12,6800.0,6800.0,6760.0,6800.0,6129.10498046875,69971500,BBCA
2020-02-13,6820.0,6820.0,6740.0,6790.0,6120.091796875,49737000,BBCA
2020-02-14,6780.0,6795.0,6675.0,6680.0,6020.9443359375,147028500,BBCA
2020-02-17,6680.0,6750.0,6680.0,6720.0,6056.998046875,115319000,BBCA
2020-02-18,6685.0,6720.0,6670.0,6695.0,6034.46484375,98436500,BBCA
2020-02-19,6665.0,6760.0,6665.0,6695.0,6034.46484375,74594000,BBCA
2020-02-20,6690.0,6695.0,6565.0,6595.0,5944.33056640625,136724500,BBCA
2020-02-21,6600.0,6660.0,6595.0,6615.0,5962.35791015625,98261000,BBCA
2020-02-24,6565.0,6600.0,6510.0,6525.0,5881.23681640625,84910000,BBCA
2020-02-25,6550.0,6560.0,6510.0,6530.0,5885.744140625,86446500,BBCA
2020-02-26,6500.0,6535.0,6420.0,6420.0,5786.5966796875,92824500,BBCA
2020-02-27,6470.0,6475.0,6200.0,6290.0,5669.4228515625,129254500,BBCA
2020-02-28,6200.0,6290.0,6035.0,6290.0,5669.4228515625,169946500,BBCA
2020-03-02,6290.0,6290.0,6035.0,6080.0,5480.14111328125,144871500,BBCA
2020-03-03,6200.0,6350.0,6200.0,6320.0,5696.46240234375,114663500,BBCA
2020-03-04,6315.0,6500.0,6260.0,6440.0,5804.623046875,83025000,BBCA
2020-03-05,6540.0,6540.0,6340.0,6435.0,5800.11669921875,77583000,BBCA
2020-03-06,6350.0,6350.0,6200.0,6200.0,5588.3017578125,77835500,BBCA
2020-03-09,6000.0,6040.0,5785.0,5785.0,5214.24609375,140889500,BBCA
2020-03-10,5840.0,6010.0,5840.0,5925.0,5340.43408203125,133667000,BBCA
2020-03-11,5950.0,5980.0,5790.0,5850.0,5272.8330078125,93204500,BBCA
2020-03-12,5600.0,5640.0,5460.0,5560.0,5011.44482421875,129845500,BBCA
2020-03-13,5560.0,5560.0,5560.0,5560.0,5011.44482421875,0,BBCA
2020-03-16,5560.0,5560.0,5560.0,5560.0,5011.44482421875,0,BBCA
2020-03-17,5495.0,5505.0,5120.0,5120.0,4614.85498046875,212200000,BBCA
2020-03-18,5120.0,5380.0,4765.0,5000.0,4506.69482421875,180053500,BBCA
2020-03-19,4995.0,4995.0,4650.0,4650.0,4191.22607421875,264419000,BBCA
2020-03-20,4600.0,5385.0,4325.0,4735.0,4267.83984375,335132000,BBCA
2020-03-23,4760.0,5000.0,4405.0,4430.0,3992.931640625,217843500,BBCA
2020-03-24,4450.0,4995.0,4450.0,4500.0,4056.025390625,253971000,BBCA
2020-03-26,4650.0,5395.0,4650.0,5280.0,4759.0703125,331633000,BBCA
2020-03-27,5360.0,5895.0,5355.0,5510.0,4966.37744140625,269683000,BBCA
2020-03-30,5480.0,5555.0,5155.0,5495.0,4952.85791015625,159964500,BBCA
2020-03-31,5660.0,5710.0,5485.0,5525.0,4979.8984375,182638500,BBCA
2020-04-01,5560.0,5750.0,5425.0,5480.0,4939.33740234375,152831500,BBCA
2020-04-02,5470.0,5470.0,5360.0,5410.0,4876.244140625,136623500,BBCA
2020-04-03,5460.0,5530.0,5365.0,5495.0,4952.85791015625,110506000,BBCA
2020-04-06,5520.0,5740.0,5495.0,5735.0,5169.17919921875,78184000,BBCA
2020-04-07,5735.0,6100.0,5580.0,5655.0,5097.072265625,149153500,BBCA
2020-04-08,5655.0,5660.0,5480.0,5635.0,5079.0458984375,106111500,BBCA
2020-04-09,5600.0,5695.0,5500.0,5595.0,5042.99169921875,89997000,BBCA
2020-04-13,5540.0,5615.0,5480.0,5500.0,4957.3642578125,58043000,BBCA
2020-04-14,5505.0,5590.0,5445.0,5515.0,4970.884765625,95796000,BBCA
2020-04-15,5515.0,5630.0,5445.0,5485.0,4943.84423828125,95342000,BBCA
2020-04-16,5485.0,5520.0,5185.0,5240.0,4723.01611328125,176990500,BBCA
2020-04-17,5300.0,5445.0,5280.0,5425.0,4889.76513671875,160935500,BBCA
2020-04-20,5430.0,5500.0,5330.0,5355.0,4826.67041015625,90744000,BBCA
2020-04-21,5355.0,5355.0,5160.0,5160.0,4731.31103515625,73431000,BBCA
2020-04-22,5160.0,5235.0,5045.0,5145.0,4717.55712890625,107263500,BBCA
2020-04-23,5180.0,5245.0,5120.0,5120.0,4694.63330078125,105419500,BBCA
2020-04-24,5120.0,5140.0,4920.0,4920.0,4511.24951171875,131149500,BBCA
2020-04-27,4940.0,5020.0,4855.0,4960.0,4547.92578125,151103500,BBCA
2020-04-28,4960.0,4975.0,4805.0,4830.0,4428.7265625,180488000,BBCA
2020-04-29,4825.0,4850.0,4800.0,4850.0,4447.06494140625,121161000,BBCA
2020-04-30,4880.0,5250.0,4880.0,5170.0,4740.47998046875,174081000,BBCA
2020-05-04,5150.0,5300.0,5000.0,5220.0,4786.32568359375,114497500,BBCA
2020-05-05,5220.0,5340.0,5200.0,5285.0,4845.92578125,118643500,BBCA
2020-05-06,5315.0,5370.0,5300.0,5355.0,4910.1103515625,86395500,BBCA
2020-05-08,5345.0,5400.0,5150.0,5245.0,4809.2490234375,123028000,BBCA
2020-05-11,5245.0,5325.0,5245.0,5295.0,4855.09521484375,40615500,BBCA
2020-05-12,5340.0,5340.0,5030.0,5220.0,4786.32568359375,118660000,BBCA
2020-05-13,5160.0,5170.0,5085.0,5110.0,4685.46484375,94973000,BBCA
2020-05-14,5070.0,5110.0,4905.0,4920.0,4511.24951171875,131268000,BBCA
2020-05-15,4920.0,4995.0,4680.0,4785.0,4387.46533203125,205790000,BBCA
2020-05-18,4800.0,4845.0,4750.0,4765.0,4369.126953125,139997500,BBCA
2020-05-19,4840.0,4960.0,4680.0,4680.0,4291.18896484375,128504500,BBCA
2020-05-20,4720.0,4800.0,4690.0,4765.0,4369.126953125,119158000,BBCA
2020-05-26,4775.0,5000.0,4775.0,4970.0,4557.095703125,176076500,BBCA
2020-05-27,4970.0,5000.0,4855.0,4965.0,4552.5107421875,151753500,BBCA
2020-05-28,5000.0,5320.0,5000.0,5295.0,4855.09521484375,229233000,BBCA
2020-05-29,5295.0,5295.0,5190.0,5190.0,4758.81787109375,399414000,BBCA
2020-06-02,5260.0,5500.0,5240.0,5360.0,4914.6943359375,181369500,BBCA
2020-06-03,5410.0,5780.0,5400.0,5780.0,5299.80126953125,279673500,BBCA
2020-06-04,5780.0,5990.0,5600.0,5790.0,5308.97119140625,236158500,BBCA
2020-06-05,5790.0,5855.0,5585.0,5725.0,5249.37158203125,88157500,BBCA
2020-06-08,5755.0,5925.0,5755.0,5900.0,5409.83203125,173557500,BBCA
2020-06-09,5940.0,5995.0,5795.0,5805.0,5322.724609375,100110000,BBCA
2020-06-10,5800.0,5865.0,5595.0,5800.0,5318.1396484375,115382500,BBCA
2020-06-11,5750.0,5810.0,5605.0,5680.0,5208.10986328125,85187500,BBCA
2020-06-12,5680.0,5680.0,5480.0,5670.0,5198.93994140625,96044000,BBCA
2020-06-15,5680.0,5710.0,5500.0,5500.0,5043.0634765625,100844500,BBCA
2020-06-16,5580.0,5795.0,5580.0,5760.0,5281.46337890625,91518500,BBCA
2020-06-17,5800.0,5800.0,5680.0,5720.0,5244.78662109375,79800000,BBCA
2020-06-18,5720.0,5740.0,5585.0,5585.0,5121.001953125,68032000,BBCA
2020-06-19,5600.0,5650.0,5545.0,5575.0,5111.8330078125,110071000,BBCA
2020-06-22,5595.0,5660.0,5530.0,5540.0,5079.74072265625,51590500,BBCA
2020-06-23,5570.0,5660.0,5520.0,5620.0,5153.09375,69954000,BBCA
2020-06-24,5650.0,5760.0,5640.0,5705.0,5231.03271484375,57333000,BBCA
2020-06-25,5700.0,5745.0,5640.0,5725.0,5249.37158203125,51415000,BBCA
2020-06-26,5720.0,5760.0,5640.0,5645.0,5176.01708984375,57467500,BBCA
2020-06-29,5640.0,5695.0,5585.0,5675.0,5203.525390625,48796500,BBCA
2020-06-30,5700.0,5740.0,5660.0,5695.0,5221.86328125,74474000,BBCA
2020-07-01,5700.0,5800.0,5675.0,5800.0,5318.1396484375,63959000,BBCA
2020-07-02,5775.0,5870.0,5760.0,5870.0,5382.32421875,75585500,BBCA
2020-07-03,5870.0,5905.0,5840.0,5870.0,5382.32421875,52219000,BBCA
2020-07-06,5860.0,5935.0,5850.0,5935.0,5441.92431640625,67800000,BBCA
2020-07-07,5940.0,5995.0,5900.0,5990.0,5492.3544921875,74168000,BBCA
