Date,Open,High,Low,Close,Adj Close,Volume,Bank_ID
2019-04-02,3790.843505859375,3790.843505859375,3754.480712890625,3772.662109375,2941.288330078125,48845023,BBRI
2019-04-03,3772.662109375,3772.662109375,3772.662109375,3772.662109375,2941.288330078125,0,BBRI
2019-04-04,3799.934326171875,3890.841796875,3763.5712890625,3836.29736328125,2990.900634765625,69303837,BBRI
2019-04-05,3872.660400390625,3899.9326171875,3863.569580078125,3881.751220703125,3026.338134765625,54041183,BBRI
2019-04-08,3899.9326171875,3899.9326171875,3827.20654296875,3863.569580078125,3012.16259765625,82999953,BBRI
2019-04-09,3890.841796875,3954.47705078125,3872.660400390625,3909.0234375,3047.6005859375,80659003,BBRI
2019-04-10,3909.0234375,3927.204833984375,3872.660400390625,3918.1142578125,3054.6875,116840608,BBRI
2019-04-11,3909.0234375,3927.204833984375,3890.841796875,3909.0234375,3047.6005859375,188618827,BBRI
2019-04-12,3909.0234375,3927.204833984375,3890.841796875,3918.1142578125,3054.6875,84244625,BBRI
2019-04-15,3954.47705078125,3963.56787109375,3918.1142578125,3954.47705078125,3083.036865234375,70577659,BBRI
2019-04-16,3936.295654296875,3963.56787109375,3927.204833984375,3945.386474609375,3075.94970703125,99923195,BBRI
2019-04-17,3945.386474609375,3945.386474609375,3945.386474609375,3945.386474609375,3075.94970703125,0,BBRI
2019-04-18,4045.384765625,4299.92578125,3981.74951171875,4054.475341796875,3160.9990234375,200241958,BBRI
2019-04-19,4054.475341796875,4054.475341796875,4054.475341796875,4054.475341796875,3160.9990234375,0,BBRI
2019-04-22,4054.475341796875,4054.475341796875,4009.021728515625,4036.2939453125,3146.82421875,112161787,BBRI
2019-04-23,4009.021728515625,4045.384765625,4009.021728515625,4027.203125,3139.736572265625,60325921,BBRI
2019-04-24,4009.021728515625,4027.203125,3999.930908203125,3999.930908203125,3118.474365234375,190094393,BBRI
2019-04-25,3981.74951171875,3990.840087890625,3872.660400390625,3936.295654296875,3068.8623046875,202913024,BBRI
2019-04-26,3854.478759765625,3963.56787109375,3827.20654296875,3936.295654296875,3068.8623046875,146163924,BBRI
